city_code,census_year,total_population,population_under_15,population_15_to_64,population_over_65,male_total_population,male_population_under_15,male_population_15_to_64,male_population_over_65,female_total_population,female_population_under_15,female_population_15_to_64,female_population_over_65
39211,2015,32961,4365,18375,10132,15847,2241,9243,4304,17114,2124,9132,5828
39212,2020,26513,2632,13352,10123,12848,1353,7121,4156,13665,1279,6231,5967
39212,2010,28766,2912,16124,9670,13873,1513,8480,3832,14893,1399,7644,5838
39212,2015,27513,2673,14539,10111,13261,1371,7663,4122,14252,1302,6876,5989
39301,2020,2194,133,945,1116,1085,66,528,491,1109,67,417,625
39301,2010,2947,261,1491,1195,1423,141,783,499,1524,120,708,696
39301,2015,2584,190,1233,1160,1270,92,667,510,1314,98,566,650
39302,2020,3034,254,1353,1418,1399,140,679,574,1635,114,674,844
39302,2010,3542,351,1834,1355,1588,194,866,526,1954,157,968,829
39302,2015,3326,310,1584,1427,1511,166,782,560,1815,144,802,867
39303,2020,2498,235,1182,1060,1174,112,614,436,1324,123,568,624
39303,2010,2932,311,1555,1066,1384,172,795,417,1548,139,760,649
39303,2015,2733,259,1386,1088,1290,130,732,428,1443,129,654,660
39304,2020,2370,210,1069,1081,1144,111,561,463,1226,99,508,618
39304,2010,2970,250,1579,1141,1423,125,826,472,1547,125,753,669
39304,2015,2631,203,1277,1151,1256,113,657,486,1375,90,620,665
39305,2020,1146,102,539,505,552,49,291,212,594,53,248,293
39305,2010,1367,149,669,549,635,72,351,212,732,77,318,337
39305,2015,1294,140,604,550,607,68,316,223,687,72,288,327
39306,2020,745,82,358,305,358,38,186,134,387,44,172,171
39306,2010,1013,120,538,355,493,61,281,151,520,59,257,204
39306,2015,823,90,409,324,391,41,215,135,432,49,194,189
39307,2020,3694,399,1806,1489,1724,203,936,585,1970,196,870,904
39307,2010,4048,456,2203,1389,1848,230,1096,522,2200,226,1107,867
39307,2015,3858,428,1940,1488,1802,219,1000,581,2056,209,940,907
39341,2020,3261,280,1419,1560,1516,130,758,627,1745,150,661,933
39341,2010,4103,356,2096,1651,1952,192,1106,654,2151,164,990,997
39341,2015,3573,321,1715,1537,1726,162,925,639,1847,159,790,898
39344,2020,3252,183,1160,1907,1546,98,631,816,1706,85,529,1091
39344,2010,4719,243,1927,2549,2128,115,1024,989,2591,128,903,1560
39344,2015,3962,188,1559,2215,1817,97,847,873,2145,91,712,1342
39363,2020,3753,363,1588,1801,1780,193,833,753,1973,170,755,1048
39363,2010,4358,403,2083,1872,2039,200,1087,752,2319,203,996,1120
39363,2015,3997,382,1823,1792,1869,189,956,724,2128,193,867,1068
39364,2020,366,45,171,150,189,24,96,69,177,21,75,81
39364,2010,411,34,195,182,205,18,110,77,206,16,85,105
39364,2015,396,41,184,171,202,24,106,72,194,17,78,99
39386,2020,21374,2042,10725,8404,10179,1047,5349,3645,11195,995,5376,4759
39386,2010,25062,2766,14622,7674,11915,1401,7319,3195,13147,1365,7303,4479
39386,2015,22767,2257,12326,8105,10797,1166,6138,3450,11970,1091,6188,4655
39387,2020,4827,347,1790,2685,2306,194,975,1134,2521,153,815,1551
39387,2010,6500,535,2698,3267,3045,288,1431,1326,3455,247,1267,1941
39387,2015,5551,387,2170,2994,2602,209,1166,1227,2949,178,1004,1767
39401,2020,6002,502,2602,2895,2782,235,1321,1224,3220,267,1281,1671
39401,2010,7584,762,3911,2911,3536,361,1999,1176,4048,401,1912,1735
39401,2015,6840,626,3273,2941,3170,274,1654,1242,3670,352,1619,1699
39402,2020,12323,1327,5916,5058,5751,671,2891,2173,6572,656,3025,2885
39402,2010,13951,1623,7674,4650,6524,819,3792,1909,7427,804,3882,2741
39402,2015,13114,1510,6657,4947,6158,771,3254,2133,6956,739,3403,2814
39403,2020,5187,421,2323,2441,2390,213,1164,1013,2797,208,1159,1428
39403,2010,6374,603,3128,2643,2914,300,1564,1050,3460,303,1564,1593
39403,2015,5795,506,2659,2629,2669,254,1338,1077,3126,252,1321,1552
39405,2020,3307,320,1456,1531,1611,158,784,669,1696,162,672,862
39405,2010,3984,395,2020,1569,1949,200,1103,646,2035,195,917,923
39405,2015,3608,346,1735,1527,1750,181,925,644,1858,165,810,883
39410,2020,4812,432,2307,2073,2282,236,1162,884,2530,196,1145,1189
39410,2010,5447,581,3064,1802,2566,303,1539,724,2881,278,1525,1078
39410,2015,5030,472,2582,1976,2337,233,1269,835,2693,239,1313,1141
39411,2020,5291,552,2351,2388,2516,286,1201,1029,2775,266,1150,1359
39411,2010,6407,731,3258,2418,3063,383,1683,997,3344,348,1575,1421
39411,2015,5794,641,2747,2406,2750,334,1414,1002,3044,307,1333,1404
39412,2020,15607,1479,7061,6979,7442,770,3624,2995,8165,709,3437,3984
39412,2010,18733,2050,9470,7209,8797,1063,4838,2893,9936,987,4632,4316
39412,2015,17325,1739,8224,7323,8197,915,4226,3044,9128,824,3998,4279
39424,2020,4434,312,1946,2176,2128,155,1004,969,2306,157,942,1207
39424,2010,5783,569,2941,2273,2738,305,1520,913,3045,264,1421,1360
39424,2015,5095,446,2409,2240,2424,231,1249,944,2671,215,1160,1296
39427,2020,1437,104,657,676,690,63,358,269,747,41,299,407
39427,2010,1681,162,826,693,801,98,421,282,880,64,405,411
39427,2015,1574,145,716,713,749,87,370,292,825,58,346,421
39428,2020,10262,891,4757,4614,4944,467,2487,1990,5318,424,2270,2624
39428,2010,12366,1257,6755,4353,5797,652,3409,1735,6569,605,3346,2618
39428,2015,11217,1036,5562,4618,5334,553,2848,1933,5883,483,2714,2685
40000,2020,5135214,662179,2911353,1395142,2430951,338523,1419521,583959,2704263,323656,1491832,811183
40000,2010,5071968,684124,3227932,1123376,2393965,349867,1568816,454694,2678003,334257,1659116,668682
40000,2015,5101556,676045,3057855,1304764,2410418,345945,1488873,540362,2691138,330100,1568982,764402
40100,2020,939029,109590,503800,286177,443269,55857,247580,117819,495760,53733,256220,168358
40100,2010,976846,126391,599183,244860,459305,64663,292057,99040,517541,61728,307126,145820
40100,2015,961286,119448,549397,277120,452682,61060,269059,113597,508604,58388,280338,163523
40101,2020,93842,9328,44413,34408,43051,4727,21297,13893,50791,4601,23116,20515
40101,2010,104469,12040,60181,32014,47854,6185,28845,12655,56615,5855,31336,19359
40101,2015,99637,11224,52241,35060,45658,5776,25068,14157,53979,5448,27173,20903
40103,2020,80533,10206,43336,26158,38307,5188,21631,10986,42226,5018,21705,15172
40103,2010,85167,11094,51625,22342,40140,5657,25444,8971,45027,5437,26181,13371
40103,2015,82844,10733,47023,24896,39115,5436,23248,10284,43729,5297,23775,14612
40105,2020,57494,6286,32015,17824,28038,3197,16686,7334,29456,3089,15329,10490
40105,2010,61583,7492,37940,16009,29869,3781,19587,6389,31714,3711,18353,9620
40105,2015,59116,6903,34441,17531,28718,3511,17915,7106,30398,3392,16526,10425
40106,2020,183407,19473,99389,51082,86089,9862,48282,20545,97318,9611,51107,30537
40106,2010,181936,20407,113772,43267,85188,10407,55257,17140,96748,10000,58515,26127
40106,2015,181878,19394,104914,50075,85098,9847,50783,20189,96780,9547,54131,29886
40107,2020,209028,26857,116317,59717,99584,13789,57103,25135,109444,13068,59214,34582
40107,2010,214793,31719,134974,47713,102237,16401,65577,20033,112556,15318,69397,27680
40107,2015,212850,29924,126427,55703,101121,15431,61769,23439,111729,14493,64658,32264
40108,2020,64792,6988,33385,23284,30400,3570,16713,9505,34392,3418,16672,13779
40108,2010,71801,7745,41484,22381,33190,3934,20387,8749,38611,3811,21097,13632
40108,2015,68844,7586,37416,23612,32260,3896,18784,9411,36584,3690,18632,14201
40109,2020,249933,30452,134945,73704,117800,15524,65868,30421,132133,14928,69077,43283
40109,2010,257097,35894,159207,61134,120827,18298,76960,25103,136270,17596,82247,36031
40109,2015,256117,33684,146935,70243,120712,17163,71492,29011,135405,16521,75443,41232
40130,2020,1612392,204973,990298,338930,761148,104834,475234,140781,851244,100139,515064,198149
40130,2010,1463743,191824,997884,254085,692648,98062,480909,102454,771095,93762,516975,151631
40130,2015,1538681,199923,996401,312331,726666,102307,480061,128393,812015,97616,516340,183938
40131,2020,322503,44624,198366,69637,156725,22779,98491,29804,165778,21845,99875,39833
40131,2010,292199,41272,197419,50090,142190,21055,98244,20793,150009,20217,99175,29297
40131,2015,306015,43380,196831,62089,148974,22148,98243,26328,157041,21232,98588,35761
40132,2020,252034,24119,163022,41730,121654,12281,80558,17150,130380,11838,82464,24580
40132,2010,212527,21276,148740,34371,101725,10941,72992,13366,110802,10335,75748,21005
40132,2015,228441,21491,151343,42134,109199,10919,74276,17171,119242,10572,77067,24963
40133,2020,205501,20432,132168,34976,92450,10240,58791,13858,113051,10192,73377,21118
40133,2010,178429,17562,127849,27724,79305,8889,56897,10611,99124,8673,70952,17113
40133,2015,192688,19531,133279,33581,85822,9843,59480,13163,106866,9688,73799,20418
40134,2020,265583,36103,163020,60079,122925,18450,77017,24782,142658,17653,86003,35297
40134,2010,247096,33528,167308,45186,115544,17148,79763,18026,131552,16380,87545,27160
40134,2015,255797,34626,163562,55430,119084,17830,77786,22423,136713,16796,85776,33007
40135,2020,212579,30334,123786,49317,100887,15601,59943,20561,111692,14733,63843,28756
40135,2010,193280,30181,126224,36540,92470,15488,61746,15036,100810,14693,64478,21504
40135,2015,206868,31405,129439,44772,99266,16192,63828,18467,107602,15213,65611,26305
40136,2020,132864,16709,78051,31170,62325,8549,37654,12905,70539,8160,40397,18265
40136,2010,128659,16495,88231,22940,61438,8445,43097,9352,67221,8050,45134,13588
40136,2015,130995,16837,84258,28215,61627,8604,40717,11573,69368,8233,43541,16642
40137,2020,221328,32652,131885,52021,104182,16934,62780,21721,117146,15718,69105,30300
40137,2010,211553,31510,142113,37234,99976,16096,68170,15270,111577,15414,73943,21964
40137,2015,217877,32653,137689,46110,102694,16771,65731,19268,115183,15882,71958,26842
40202,2020,111281,12194,56397,41290,51262,6271,27655,16663,60019,5923,28742,24627
40202,2010,123638,14235,71030,37816,56215,7299,34287,14321,67423,6936,36743,23495
40202,2015,117360,12726,62270,40542,53859,6591,30238,16000,63501,6135,32032,24542
40203,2020,303316,37877,160800,80051,144522,19379,78227,33470,158794,18498,82573,46581
40203,2010,302402,41720,189948,66194,143885,21266,93153,26839,158517,20454,96795,39355
40203,2015,304552,41133,179398,76256,144971,21106,87557,31709,159581,20027,91841,44547
40204,2020,56212,7336,29633,19005,26403,3839,14766,7678,29809,3497,14867,11327
40204,2010,57686,7355,34335,15930,26718,3746,16654,6274,30968,3609,17681,9656
40204,2015,57146,7455,31585,17941,26673,3877,15459,7236,30473,3578,16126,10705
40205,2020,126364,16215,68782,39727,60174,8306,34585,16235,66190,7909,34197,23492
40205,2010,131492,16856,81768,32755,62166,8610,40790,12689,69326,8246,40978,20066
40205,2015,129146,16338,74512,37210,61249,8374,37275,15034,67897,7964,37237,22176
40206,2020,46203,5711,23890,15939,21056,2831,11510,6386,25147,2880,12380,9553
40206,2010,50605,6524,29867,14163,22915,3323,14132,5436,27690,3201,15735,8727
40206,2015,48441,6278,26553,15480,21970,3190,12627,6086,26471,3088,13926,9394
40207,2020,64475,7632,34830,21580,30437,3912,17167,9103,34038,3720,17663,12477
40207,2010,71375,9195,43015,19165,33497,4682,20988,7827,37878,4513,22027,11338
40207,2015,67777,8345,38542,20815,31902,4273,18923,8654,35875,4072,19619,12161
40210,2020,60608,7024,30942,22037,28451,3581,15283,9287,32157,3443,15659,12750
40210,2010,69057,8613,39892,20519,32310,4428,19633,8227,36747,4185,20259,12292
40210,2015,64408,7604,35223,21451,30131,3868,17409,8777,34277,3736,17814,12674
40211,2020,48827,7103,28176,13329,23400,3635,13859,5761,25427,3468,14317,7568
40211,2010,48512,7250,29578,10918,23011,3755,14431,4455,25501,3495,15147,6463
40211,2015,48339,7120,28679,12456,23011,3655,14073,5232,25328,3465,14606,7224
40212,2020,32988,3451,17544,11791,15427,1720,8546,5071,17561,1731,8998,6720
40212,2010,37448,4488,22236,10698,17757,2335,10930,4479,19691,2153,11306,6219
40212,2015,34838,3668,19579,11456,16389,1859,9595,4877,18449,1809,9984,6579
40213,2020,71426,9417,39439,21649,34120,4833,19620,9132,37306,4584,19819,12517
40213,2010,70468,9807,43686,16843,33259,4970,21305,6908,37209,4837,22381,9935
40213,2015,70586,9592,41059,19770,33506,4928,20251,8217,37080,4664,20808,11553
40214,2020,24391,2818,12298,9127,11378,1422,6105,3779,13013,1396,6193,5348
40214,2010,27031,3395,15430,8204,12564,1722,7592,3249,14467,1673,7838,4955
40214,2015,25940,3087,13609,8964,12107,1568,6702,3685,13833,1519,6907,5279
40215,2020,40362,4405,20583,15106,18961,2297,10209,6266,21401,2108,10374,8840
40215,2010,44210,5122,25915,13124,20428,2597,12354,5436,23782,2525,13561,7688
40215,2015,41796,4616,22489,14585,19371,2380,10904,6027,22425,2236,11585,8558
40216,2020,59360,8115,33967,16834,27825,4093,16295,7216,31535,4022,17672,9618
40216,2010,58499,9094,36205,13162,27506,4678,17255,5548,30993,4416,18950,7614
40216,2015,57983,8286,34489,15089,27203,4257,16500,6380,30780,4029,17989,8709
40217,2020,103311,14813,60682,26417,49289,7618,29282,11546,54022,7195,31400,14871
40217,2010,100172,15175,66368,18504,47750,7751,32026,7885,52422,7424,34342,10619
40217,2015,101081,14927,62860,23028,47995,7635,30228,9967,53086,7292,32632,13061
40218,2020,111023,16905,67730,24377,53099,8758,32786,10716,57924,8147,34944,13661
40218,2010,106780,17670,71569,17151,51445,9150,34612,7470,55335,8520,36957,9681
40218,2015,110743,17497,70196,21576,53284,9041,33898,9524,57459,8456,36298,12052
40219,2020,102085,15654,61537,22374,48887,8002,29836,9678,53198,7652,31701,12696
40219,2010,95087,15363,63292,16290,45505,7801,30643,6959,49582,7562,32649,9331
40219,2015,99525,15767,63103,20226,47711,8036,30647,8750,51814,7731,32456,11476
40220,2020,97095,13338,53601,28276,46143,6815,26165,12312,50952,6523,27436,15964
40220,2010,95501,12807,60993,21476,44930,6529,29060,9222,50571,6278,31933,12254
40220,2015,96516,13057,57512,25527,45944,6709,27811,11142,50572,6348,29701,14385
40221,2020,73164,10355,41044,20332,34743,5323,19765,8781,38421,5032,21279,11551
40221,2010,70482,10045,45099,15129,33199,5206,21417,6478,37283,4839,23682,8651
40221,2015,72168,10549,42658,18632,34108,5406,20428,8062,38060,5143,22230,10570
40223,2020,58786,8364,34049,16247,27924,4254,16529,7054,30862,4110,17520,9193
40223,2010,57920,8450,38263,11134,27624,4362,18481,4736,30296,4088,19782,6398
40223,2015,57959,8266,35455,14123,27540,4235,17169,6063,30419,4031,18286,8060
40224,2020,67033,10984,36478,18887,31286,5580,17424,8008,35747,5404,19054,10879
40224,2010,55431,7085,34005,14337,25672,3597,16052,6019,29759,3488,17953,8318
40224,2015,58781,8402,33451,16917,27244,4263,15812,7164,31537,4139,17639,9753
40225,2020,27981,3377,13999,9876,13145,1757,6975,4031,14836,1620,7024,5845
40225,2010,31640,4264,18608,8749,14773,2193,9189,3380,16867,2071,9419,5369
40225,2015,29509,3823,16272,9414,13831,1984,8046,3801,15678,1839,8226,5613
40226,2020,26298,3141,13393,9644,12379,1612,6732,3975,13919,1529,6661,5669
40226,2010,30081,3810,17561,8708,13980,1956,8768,3254,16101,1854,8793,5454
40226,2015,28112,3452,15289,9312,13110,1789,7621,3671,15002,1663,7668,5641
40227,2020,35473,3893,17155,14340,16400,2004,8529,5797,19073,1889,8626,8543
40227,2010,42589,5156,24520,12910,19400,2698,11984,4717,23189,2458,12536,8193
40227,2015,38743,4416,20479,13828,17682,2252,10044,5373,21061,2164,10435,8455
40228,2020,50273,6071,26115,17523,23546,3025,12867,7369,26727,3046,13248,10154
40228,2010,56355,7255,33467,15560,26284,3635,16482,6134,30071,3620,16985,9426
40228,2015,52444,6307,28952,16607,24532,3215,14274,6764,27912,3092,14678,9843
40229,2020,35861,3992,18024,13749,16675,2002,8757,5864,19186,1990,9267,7885
40229,2010,40732,4787,23528,12409,18963,2431,11557,4971,21769,2356,11971,7438
40229,2015,38139,4336,20503,13270,17763,2141,10046,5557,20376,2195,10457,7713
40230,2020,98877,13669,55280,29578,46984,7068,26838,12892,51893,6601,28442,16686
40230,2010,98435,14165,62542,21548,46532,7214,30220,9012,51903,6951,32322,12536
40230,2015,96475,13109,57101,25900,45599,6692,27621,11106,50876,6417,29480,14794
40231,2020,50112,8136,29916,11704,24194,4118,14647,5210,25918,4018,15269,6494
40305,2010,49780,9057,32702,7973,24185,4640,16035,3488,25595,4417,16667,4485
40305,2015,50004,8669,31085,10129,24105,4399,15181,4452,25899,4270,15904,5677
40341,2020,37671,5331,21789,10408,18964,2757,11356,4758,18707,2574,10433,5650
40341,2010,38592,5648,25949,6991,19464,2911,13514,3036,19128,2737,12435,3955
40341,2015,37927,5529,23538,8845,19098,2821,12206,4058,18829,2708,11332,4787
40342,2020,31209,4654,18481,7985,15014,2416,9106,3448,16195,2238,9375,4537
40342,2010,31318,5335,19882,6101,14994,2752,9760,2482,16324,2583,10122,3619
40342,2015,31210,4971,19029,7165,14998,2570,9353,3053,16212,2401,9676,4112
40343,2020,46377,7487,27314,11034,22291,3821,13498,4571,24086,3666,13816,6463
40343,2010,43564,7439,28053,8055,20850,3809,13738,3291,22714,3630,14315,4764
40343,2015,45256,7687,27569,9947,21624,3908,13525,4152,23632,3779,14044,5795
40344,2020,28628,4777,15750,7847,13760,2475,7847,3324,14868,2302,7903,4523
40344,2010,26044,3939,16465,5635,12499,1984,8177,2334,13545,1955,8288,3301
40344,2015,27263,4423,15705,7066,13144,2246,7847,3010,14119,2177,7858,4056
40345,2020,32927,6820,19912,6024,15894,3395,9728,2663,17033,3425,10184,3361
40345,2010,24679,4352,16487,3837,11973,2226,8161,1583,12706,2126,8326,2254
40345,2015,30344,6280,19050,4969,14799,3202,9397,2168,15545,3078,9653,2801
40348,2020,9068,1511,5048,2471,4281,786,2440,1031,4787,725,2608,1440
40348,2010,8373,1340,5051,1982,3974,688,2450,836,4399,652,2601,1146
40348,2015,8225,1302,4623,2283,3948,668,2286,983,4277,634,2337,1300
40349,2020,48190,8617,30431,8514,23840,4361,15424,3664,24350,4256,15007,4850
40349,2010,41997,7572,28007,6190,20678,3848,14001,2679,21319,3724,14006,3511
40349,2015,45360,8503,29125,7641,22384,4304,14686,3326,22976,4199,14439,4315
40381,2020,13545,1645,7531,4363,6629,800,4003,1822,6916,845,3528,2541
40381,2010,15369,2329,9285,3745,7502,1163,4823,1511,7867,1166,4462,2234
40381,2015,14208,1935,8164,4108,6978,960,4303,1714,7230,975,3861,2394
40382,2020,28114,3500,15191,9305,13074,1754,7424,3851,15040,1746,7767,5454
40382,2010,30021,3363,17827,7424,13946,1684,8608,2958,16075,1679,9219,4466
40382,2015,28997,3460,16731,8754,13492,1738,8133,3593,15505,1722,8598,5161
40383,2020,31007,4075,16217,10309,14481,2104,7827,4369,16526,1971,8390,5940
40383,2010,32119,4454,18998,8647,15084,2341,9073,3658,17035,2113,9925,4989
40383,2015,31580,4347,17401,9821,14769,2245,8398,4120,16811,2102,9003,5701
40384,2020,18723,2387,9789,6497,8795,1229,4722,2821,9928,1158,5067,3676
40384,2010,19160,2305,11915,4929,9016,1143,5703,2162,10144,1162,6212,2767
40384,2015,18877,2426,10650,5798,8918,1206,5144,2566,9959,1220,5506,3232
40401,2020,7151,605,3523,3021,3406,317,1865,1224,3745,288,1658,1797
40401,2010,8602,929,5002,2670,3967,485,2463,1019,4635,444,2539,1651
40401,2015,7810,740,4156,2907,3658,388,2106,1157,4152,352,2050,1750
40402,2020,15080,1653,7501,5915,7074,825,3753,2487,8006,828,3748,3428
40402,2010,17088,1901,10311,4872,8082,980,5135,1963,9006,921,5176,2909
40402,2015,16007,1815,8657,5527,7529,903,4240,2382,8478,912,4417,3145
40421,2020,12878,1618,6690,4523,6018,853,3252,1905,6860,765,3438,2618
40421,2010,13863,1719,8592,3545,6430,898,4188,1340,7433,821,4404,2205
40421,2015,13496,1725,7694,4065,6325,924,3730,1666,7171,801,3964,2399
40447,2020,29591,4128,16156,9238,14061,2115,7997,3903,15530,2013,8159,5335
40447,2010,29155,4067,18193,6888,13736,2076,8931,2724,15419,1991,9262,4164
40447,2015,29306,4038,16982,8270,13879,2087,8322,3459,15427,1951,8660,4811
40448,2020,1899,184,846,869,868,90,419,359,1031,94,427,510
40448,2010,2432,253,1256,923,1132,131,654,347,1300,122,602,576
40448,2015,2174,222,1071,881,987,114,541,332,1187,108,530,549
40503,2020,15521,2339,8798,4351,7438,1206,4340,1873,8083,1133,4458,2478
40503,2010,15284,2257,9647,3364,7179,1128,4701,1340,8105,1129,4946,2024
40503,2015,15138,2177,9023,3924,7188,1120,4422,1637,7950,1057,4601,2287
40522,2020,13820,2097,7666,4036,6545,1071,3749,1714,7275,1026,3917,2322
40522,2010,14350,2245,8887,3209,6715,1150,4273,1286,7635,1095,4614,1923
40522,2015,14176,2253,8257,3651,6714,1166,4014,1523,7462,1087,4243,2128
40544,2020,19969,2671,10991,6002,9589,1343,5565,2511,10380,1328,5426,3491
40544,2010,20253,2989,12433,4794,9682,1515,6210,1925,10571,1474,6223,2869
40544,2015,20183,2900,11723,5443,9672,1470,5862,2264,10511,1430,5861,3179
40601,2020,10191,1135,4795,4238,4737,568,2366,1786,5454,567,2429,2452
40601,2010,11685,1368,6602,3715,5334,703,3171,1460,6351,665,3431,2255
40601,2015,10861,1256,5515,4044,5004,620,2706,1658,5857,636,2809,2386
40602,2020,8801,856,4018,3926,4128,449,2032,1647,4673,407,1986,2279
40602,2010,10909,1214,6016,3679,5036,630,2945,1461,5873,584,3071,2218
40602,2015,9924,1060,5001,3863,4617,547,2486,1584,5307,513,2515,2279
40604,2020,8407,1135,4055,3215,3843,572,1959,1310,4564,563,2096,1905
40604,2010,9617,1245,5536,2836,4368,623,2682,1063,5249,622,2854,1773
40604,2015,9020,1159,4710,3142,4073,585,2257,1225,4947,574,2453,1917
40605,2020,15176,1787,7456,5932,6918,921,3557,2439,8258,866,3899,3493
40605,2010,18264,2486,10533,5243,8247,1263,5007,1976,10017,1223,5526,3267
40605,2015,16789,2166,8941,5663,7604,1114,4241,2238,9185,1052,4700,3425
40608,2020,5008,731,2327,1948,2262,381,1112,767,2746,350,1215,1181
40608,2010,5503,686,3218,1599,2480,337,1576,567,3023,349,1642,1032
40608,2015,5176,668,2722,1784,2342,340,1331,669,2834,328,1391,1115
40609,2020,2774,352,1301,1119,1295,181,630,483,1479,171,671,636
40609,2010,3251,386,1889,976,1508,198,931,379,1743,188,958,597
40609,2015,3022,364,1560,1098,1410,188,772,450,1612,176,788,648
40610,2020,21398,2691,10637,8066,9984,1402,5192,3387,11414,1289,5445,4679
40610,2010,24714,3302,14552,6860,11454,1738,7117,2599,13260,1564,7435,4261
40610,2015,22871,3010,12363,7456,10616,1581,6020,2984,12255,1429,6343,4472
40621,2020,37684,5185,21919,8879,19639,2700,12031,3867,18045,2485,9888,5012
40621,2010,36005,5070,23004,7454,18137,2602,12027,3117,17868,2468,10977,4337
40621,2015,34963,4990,21210,8251,17646,2563,11088,3532,17317,2427,10122,4719
40625,2020,18825,1907,8998,7915,8803,961,4482,3358,10022,946,4516,4557
40625,2010,21572,2474,12234,6861,9942,1243,6011,2686,11630,1231,6223,4175
40625,2015,20243,2246,10409,7583,9382,1118,5129,3132,10861,1128,5280,4451
40642,2020,6536,853,3540,2115,3068,429,1758,867,3468,424,1782,1248
40642,2010,6792,1015,4010,1760,3191,535,1937,715,3601,480,2073,1045
40642,2015,6627,984,3654,1987,3077,504,1772,800,3550,480,1882,1187
40646,2020,7251,984,3651,2615,3453,518,1805,1129,3798,466,1846,1486
40646,2010,7852,1056,4384,2398,3711,536,2196,973,4141,520,2188,1425
40646,2015,7458,981,3962,2506,3509,505,1955,1044,3949,476,2007,1462
40647,2020,17189,1911,8650,6566,8272,977,4509,2741,8917,934,4141,3825
40647,2010,19544,2428,11225,5880,9228,1248,5657,2317,10316,1180,5568,3563
40647,2015,18587,2232,9959,6367,8896,1150,5142,2583,9691,1082,4817,3784
41000,2020,811442,108241,443579,246061,384451,55555,217661,103596,426991,52686,225918,142465
41000,2010,849788,123447,515206,208096,400136,63278,252091,82924,449652,60169,263115,125172
41000,2015,832832,116122,483019,229335,393073,59463,236845,94312,439759,56659,246174,135023
41201,2020,233301,30064,129142,64802,110191,15374,62695,26938,123110,14690,66447,37864
41201,2010,237506,33762,147400,54548,112173,17209,71979,21855,125333,16553,75421,32693
41201,2015,236372,32324,141105,60734,111453,16533,68675,24971,124919,15791,72430,35763
41202,2020,117373,16016,62594,38363,55015,8273,30479,16034,62358,7743,32115,22329
41202,2010,126926,18612,75322,32829,59221,9655,36508,12942,67705,8957,38814,19887
41202,2015,122785,17235,69052,35842,57547,8914,33661,14625,65238,8321,35391,21217
41203,2020,74196,11203,43865,17938,35528,5766,21501,7566,38668,5437,22364,10372
41203,2010,69074,11418,43422,13610,32701,5822,21063,5496,36373,5596,22359,8114
41203,2015,72902,11946,44240,16200,34799,6131,21570,6813,38103,5815,22670,9387
41204,2020,18295,2110,9416,6753,8555,1028,4681,2835,9740,1082,4735,3918
41204,2010,21404,2869,12563,5970,9894,1429,6204,2259,11510,1440,6359,3711
41204,2015,19749,2367,10981,6300,9146,1139,5440,2512,10603,1228,5541,3788
41205,2020,52629,7293,28119,16919,25445,3736,14359,7154,27184,3557,13760,9765
41205,2010,57161,8484,33988,14659,27265,4358,17081,5802,29896,4126,16907,8857
41205,2015,55238,8151,31230,15782,26395,4139,15818,6394,28843,4012,15412,9388
41206,2020,47914,6547,25940,15064,22727,3401,12765,6377,25187,3146,13175,8687
41206,2010,50699,7410,30249,12959,23913,3823,14986,5061,26786,3587,15263,7898
41206,2015,49062,6795,28037,14069,23178,3487,13854,5749,25884,3308,14183,8320
41207,2020,27892,3784,14918,9141,13140,1964,7231,3914,14752,1820,7687,5227
41207,2010,30720,4562,18240,7891,14343,2348,8786,3192,16377,2214,9454,4699
41207,2015,29684,4188,16815,8662,13920,2187,8136,3581,15764,2001,8679,5081
41208,2020,43952,6124,24623,12599,20772,3109,11903,5446,23180,3015,12720,7153
41208,2010,45133,7128,27813,10169,21181,3657,13425,4085,23952,3471,14388,6084
41208,2015,44259,6553,26194,11387,20823,3297,12719,4751,23436,3256,13475,6636
41209,2020,25848,3225,13334,9219,11995,1617,6503,3836,13853,1608,6831,5383
41209,2010,28984,3907,16953,8113,13413,2028,8218,3162,15571,1879,8735,4951
41209,2015,27336,3431,15268,8610,12667,1769,7432,3457,14669,1662,7836,5153
41210,2020,31022,3934,16890,9762,14884,2047,8427,4176,16138,1887,8463,5586
41210,2010,32899,4630,19916,8195,15614,2381,9835,3313,17285,2249,10081,4882
41210,2015,31842,4311,18371,9063,15172,2227,9110,3777,16670,2084,9261,5286
41327,2020,16323,2430,9759,3970,7990,1249,4921,1728,8333,1181,4838,2242
41327,2010,16405,2628,10479,3256,7979,1372,5211,1358,8426,1256,5268,1898
41327,2015,16411,2506,10051,3599,8136,1314,5142,1543,8275,1192,4909,2056
41341,2020,17250,2169,9595,5344,8174,1100,4574,2419,9076,1069,5021,2925
41341,2010,17837,2354,11452,3979,8371,1212,5452,1675,9466,1142,6000,2304
41341,2015,17501,2149,10502,4754,8266,1087,5026,2081,9235,1062,5476,2673
41345,2020,9286,1391,5258,2422,4455,734,2544,1057,4831,657,2714,1365
41345,2010,9224,1607,5731,1885,4380,819,2765,796,4844,788,2966,1089
41345,2015,9283,1490,5621,2172,4379,771,2684,924,4904,719,2937,1248
41346,2020,25511,3337,13258,8842,12170,1730,6587,3815,13341,1607,6671,5027
41346,2010,26175,3173,15643,7359,12394,1629,7684,3081,13781,1544,7959,4278
41346,2015,25278,2998,13945,8335,11969,1537,6869,3563,13309,1461,7076,4772
